# Order_Type Price Size
# Order_Type: 1=Buy, 0=Sell
0 100.44 52
1 100.44 33
0 100.44 12
0 100.44 24
0 100.44 37
0 100.44 29
1 100.44 16
1 100.45 288
1 100.45 90
1 100.45 44
0 100.44 103
0 100.44 42
1 100.44 583
1 100.43 993
0 100.43 297
1 100.44 149
1 100.44 37
0 100.44 8
0 100.45 207
0 100.46 33
0 100.47 56
0 100.47 83
1 100.47 98
1 100.46 78
0 100.46 25
1 100.46 47
0 100.47 40
1 100.47 160
1 100.47 39
1 100.47 42
0 100.47 60
1 100.48 41
1 100.48 54
0 100.48 19
0 100.47 18
1 100.47 31
1 100.46 76
0 100.46 23
1 100.46 71
0 100.46 144
0 100.45 12
0 100.45 21
0 100.44 14
1 100.45 13
1 100.45 5
0 100.44 66
1 100.44 22
1 100.43 66
1 100.44 141
1 100.44 21
1 100.43 118
0 100.43 170
0 100.43 28
0 100.44 8
1 100.44 16
0 100.43 632
0 100.43 42
1 100.43 151
0 100.43 56
0 100.43 9
0 100.44 90
1 100.44 29
1 100.44 390
0 100.43 26
1 100.42 299
0 100.41 294
1 100.42 13
0 100.42 109
0 100.41 38
1 100.41 175
0 100.41 82
0 100.41 66
1 100.42 36
1 100.43 98
0 100.42 13
1 100.42 141
0 100.41 126
0 100.41 91
1 100.40 21
0 100.40 21
0 100.40 28
0 100.40 22
0 100.40 74
0 100.39 33
1 100.40 37
0 100.40 34
1 100.39 17
0 100.40 32
0 100.40 165
1 100.40 126
1 100.40 89
0 100.40 243
0 100.41 32
0 100.41 39
0 100.41 148
1 100.41 53
0 100.40 22
1 100.40 17
0 100.40 22
1 100.40 196
0 100.40 67
0 100.39 75
1 100.39 57
0 100.39 27
0 100.39 4
1 100.39 11
1 100.39 188
1 100.39 117
1 100.39 273
1 100.39 71
1 100.39 110
1 100.40 15
0 100.39 11
0 100.40 160
0 100.40 73
0 100.40 55
1 100.41 33
0 100.41 333
0 100.41 23
0 100.41 244
0 100.41 56
1 100.41 7
0 100.42 102
1 100.41 51
1 100.41 35
1 100.41 61
1 100.41 4
1 100.42 66
1 100.41 60
0 100.41 349
0 100.40 564
1 100.40 41
0 100.40 146
1 100.40 209
0 100.41 60
0 100.42 70
1 100.42 38
1 100.41 15
1 100.41 166
1 100.40 21
0 100.41 42
0 100.41 157
0 100.41 14
1 100.41 40
1 100.41 227
0 100.41 13
1 100.40 35
0 100.40 15
1 100.40 145
1 100.40 380
1 100.41 182
0 100.41 79
0 100.40 45
1 100.40 118
0 100.40 105
1 100.40 16
0 100.40 18
0 100.41 11
1 100.41 70
1 100.41 41
0 100.41 100
0 100.41 187
1 100.42 77
1 100.42 50
0 100.42 198
1 100.42 12
0 100.41 58
1 100.41 44
0 100.40 47
0 100.40 32
0 100.41 201
1 100.42 10
1 100.42 107
0 100.43 20
1 100.42 7
1 100.41 85
0 100.41 92
1 100.41 215
0 100.41 57
0 100.40 141
1 100.39 132
0 100.40 64
1 100.39 15
1 100.39 112
1 100.40 134
0 100.40 22
0 100.39 38
1 100.39 9
0 100.39 138
0 100.40 21
0 100.39 103
1 100.40 125
1 100.39 102
1 100.39 61
0 100.41 147
0 100.40 50
1 100.40 154
0 100.40 36
1 100.41 189
1 100.41 69
0 100.41 53
0 100.41 56
0 100.41 183
0 100.41 35
1 100.41 71
0 100.41 20
1 100.41 34
0 100.41 93
0 100.42 29
1 100.42 144
0 100.41 236
0 100.41 31
0 100.41 32
0 100.41 134
1 100.40 74
1 100.41 13
0 100.40 24
0 100.42 64
0 100.42 386
1 100.42 144
1 100.42 685
1 100.42 56
1 100.43 5
0 100.43 660
0 100.43 21
0 100.43 13
0 100.43 132
1 100.43 225
1 100.43 191
1 100.44 85
0 100.44 8
0 100.42 78
1 100.43 217
0 100.43 87
1 100.43 54
0 100.43 154
0 100.43 146
1 100.44 37
1 100.43 88
1 100.43 50
1 100.43 71
0 100.42 53
0 100.42 41
1 100.42 27
0 100.43 84
1 100.43 104
1 100.43 31
1 100.44 18
0 100.43 49
1 100.44 42
0 100.44 149
1 100.44 149
0 100.45 16
0 100.45 44
1 100.46 75
0 100.46 38
0 100.46 222
1 100.46 12
1 100.46 28
1 100.45 58
0 100.45 26
1 100.45 36
1 100.44 9
1 100.44 184
0 100.43 98
0 100.43 7
0 100.43 148
0 100.43 44
1 100.43 37
1 100.44 63
0 100.43 36
0 100.43 53
0 100.42 20
0 100.42 38
1 100.42 27
1 100.42 88
1 100.42 49
1 100.41 51
0 100.41 21
1 100.41 108
0 100.41 85
1 100.41 176
0 100.41 77
0 100.41 50
0 100.39 101
0 100.39 27
0 100.40 35
1 100.41 32
1 100.41 190
1 100.41 50
1 100.41 61
0 100.41 29
0 100.41 73
0 100.41 53
1 100.42 215
0 100.43 49
1 100.43 106
1 100.43 21
0 100.43 59
0 100.42 78
0 100.42 21
1 100.42 69
0 100.41 18
0 100.41 6
0 100.41 66
1 100.42 148
0 100.42 7
1 100.42 115
0 100.41 165
1 100.41 7
0 100.42 49
0 100.41 16
1 100.41 396
0 100.41 59
0 100.40 10
1 100.40 138
0 100.40 37
1 100.40 56
0 100.40 19
0 100.40 115
0 100.41 92
1 100.41 119
0 100.41 34
1 100.41 22
1 100.41 127
0 100.41 152
0 100.39 9
1 100.39 77
0 100.40 70
0 100.40 55
0 100.41 103
0 100.42 5
1 100.42 300
0 100.42 576
0 100.41 70
1 100.41 91
1 100.42 26
1 100.42 114
0 100.42 53
0 100.42 44
0 100.42 45
1 100.42 22
1 100.41 201
1 100.40 278
0 100.40 24
0 100.39 84
0 100.39 122
0 100.39 19
1 100.39 32
0 100.40 30
0 100.40 178
0 100.40 136
0 100.40 110
1 100.40 37
0 100.40 77
1 100.40 172
0 100.40 233
0 100.40 25
0 100.39 7
0 100.40 17
0 100.40 33
1 100.39 71
1 100.39 92
0 100.39 51
0 100.39 79
0 100.40 105
0 100.39 30
0 100.40 36
0 100.39 95
1 100.40 82
0 100.39 15
1 100.39 118
0 100.39 62
1 100.39 19
0 100.39 44
0 100.39 44
0 100.39 22
0 100.38 62
0 100.37 72
1 100.37 188
0 100.38 11
1 100.39 62
0 100.39 34
1 100.38 39
0 100.38 421
1 100.39 154
0 100.38 174
0 100.39 72
0 100.39 62
0 100.39 17
1 100.40 303
1 100.40 21
1 100.40 84
1 100.40 37
0 100.40 39
0 100.40 13
1 100.40 73
1 100.41 9
1 100.40 5
0 100.39 31
0 100.39 84
0 100.39 17
1 100.39 8
0 100.40 341
0 100.39 419
0 100.40 107
0 100.39 37
0 100.39 91
1 100.39 105
1 100.38 95
0 100.38 115
1 100.39 97
1 100.39 38
1 100.39 58
0 100.38 119
0 100.38 83
0 100.38 133
0 100.38 23
0 100.38 74
1 100.39 24
0 100.38 59
1 100.38 28
1 100.38 41
0 100.39 137
0 100.40 96
0 100.39 20
1 100.39 34
1 100.38 125
0 100.38 352
0 100.38 127
0 100.39 28
1 100.39 46
0 100.39 77
1 100.39 76
0 100.38 66
0 100.39 23
0 100.39 35
0 100.39 70
1 100.40 36
1 100.40 146
1 100.40 9
1 100.39 195
0 100.39 445
1 100.40 80
0 100.39 26
1 100.40 269
0 100.39 40
1 100.39 25
0 100.39 75
0 100.39 176
0 100.38 381
0 100.38 30
1 100.39 62
0 100.39 61
0 100.39 34
1 100.38 70
0 100.39 95
0 100.39 75
1 100.38 21
0 100.39 59
1 100.39 18
1 100.39 11
0 100.40 53
0 100.39 86
1 100.39 56
0 100.39 40
1 100.40 74
0 100.40 303
0 100.40 69
1 100.40 489
0 100.39 46
0 100.39 49
0 100.40 70
1 100.39 5
1 100.39 63
0 100.39 20
0 100.39 112
0 100.39 31
1 100.40 29
1 100.40 63
1 100.40 28
1 100.40 26
1 100.40 52
1 100.40 224
1 100.40 45
1 100.40 503
1 100.41 183
1 100.41 38
1 100.40 78
1 100.40 77
1 100.40 49
1 100.40 74
0 100.39 20
1 100.40 193
1 100.39 59
1 100.39 145
1 100.39 33
1 100.39 386
0 100.39 43
0 100.39 25
0 100.39 7
1 100.39 64
1 100.40 117
1 100.40 130
1 100.40 57
1 100.41 20
1 100.40 275
1 100.39 42
1 100.39 7
1 100.40 47
1 100.40 7
1 100.40 5
1 100.40 33
1 100.40 18
0 100.39 29
1 100.39 48
1 100.40 16
1 100.40 95
1 100.38 19
0 100.38 33
1 100.39 78
0 100.39 280
0 100.39 31
1 100.39 31
1 100.39 118
0 100.40 52
0 100.39 55
0 100.39 71
1 100.39 27
1 100.39 65
0 100.39 452
1 100.39 48
1 100.38 433
0 100.38 12
0 100.38 42
1 100.37 54
0 100.38 13
0 100.37 40
0 100.37 26
1 100.38 26
1 100.37 57
0 100.36 276
1 100.37 101
1 100.36 125
0 100.36 73
0 100.36 22
0 100.37 46
0 100.37 56
0 100.36 43
0 100.37 41
0 100.38 93
0 100.39 144
0 100.39 216
1 100.38 51
0 100.38 210
0 100.38 49
0 100.38 62
1 100.39 82
1 100.39 143
0 100.38 395
1 100.39 15
0 100.39 42
0 100.38 94
0 100.38 18
1 100.39 12
0 100.41 45
1 100.41 21
1 100.41 99
1 100.41 27
0 100.42 92
0 100.42 238
1 100.43 386
0 100.43 75
1 100.43 26
0 100.43 215
1 100.44 71
0 100.44 71
1 100.44 93
0 100.43 19
0 100.43 16
1 100.43 121
0 100.43 36
1 100.44 98
0 100.45 53
0 100.45 164
1 100.45 286
0 100.44 66
0 100.44 131
1 100.44 54
1 100.45 205
1 100.45 12
1 100.45 101
1 100.44 38
1 100.44 103
1 100.44 49
1 100.45 83
1 100.45 38
0 100.45 3
1 100.45 186
1 100.44 8
1 100.45 19
1 100.45 88
1 100.45 89
1 100.45 148
0 100.44 86
1 100.44 182
0 100.44 122
1 100.44 11
1 100.44 64
1 100.44 31
1 100.44 324
1 100.45 29
1 100.45 122
1 100.44 13
0 100.45 47
1 100.45 61
1 100.45 12
0 100.45 40
1 100.44 88
0 100.44 150
0 100.44 134
0 100.43 62
1 100.42 86
0 100.43 18
1 100.43 10
1 100.43 54
1 100.43 14
1 100.42 6
0 100.42 41
1 100.42 40
1 100.42 24
1 100.42 79
0 100.42 92
1 100.42 83
1 100.43 43
0 100.44 35
1 100.43 16
1 100.43 50
1 100.43 113
0 100.43 47
1 100.42 61
0 100.42 69
0 100.42 48
1 100.42 28
1 100.42 53
0 100.42 72
1 100.41 95
1 100.41 457
1 100.41 61
1 100.42 85
0 100.41 27
1 100.41 60
0 100.40 20
1 100.39 14
0 100.39 19
1 100.39 55
1 100.38 10
0 100.38 71
0 100.38 58
0 100.38 15
0 100.38 39
1 100.38 40
0 100.37 116
1 100.37 24
1 100.38 200
1 100.39 40
1 100.38 38
1 100.38 7
0 100.39 2
0 100.38 35
0 100.39 10
1 100.39 18
1 100.39 41
1 100.38 166
0 100.39 42
0 100.39 40
0 100.39 30
0 100.40 70
0 100.40 595
0 100.39 90
1 100.40 17
1 100.40 70
0 100.40 24
1 100.40 132
1 100.39 49
1 100.40 81
1 100.40 140
0 100.40 398
0 100.40 28
0 100.40 7
0 100.40 10
0 100.40 37
0 100.40 90
0 100.40 46
0 100.40 53
1 100.40 15
1 100.40 66
0 100.40 73
1 100.40 8
1 100.39 397
0 100.40 122
1 100.41 70
0 100.40 479
0 100.40 33
0 100.40 73
0 100.40 12
1 100.40 309
1 100.40 106
0 100.40 27
0 100.40 29
1 100.39 144
0 100.39 257
1 100.39 31
0 100.38 120
0 100.39 22
0 100.39 99
1 100.39 57
0 100.39 10
0 100.39 33
1 100.40 126
0 100.40 88
0 100.40 16
1 100.40 19
0 100.40 10
0 100.40 24
0 100.41 65
0 100.40 115
1 100.40 10
0 100.41 63
0 100.40 18
1 100.41 55
0 100.42 338
0 100.42 16
1 100.41 55
1 100.41 3
1 100.42 94
1 100.42 34
1 100.42 177
1 100.42 45
1 100.42 92
0 100.42 371
1 100.42 102
0 100.43 109
1 100.43 182
1 100.43 80
0 100.43 26
0 100.43 4
0 100.43 29
1 100.43 104
0 100.42 36
0 100.42 45
0 100.42 44
0 100.41 32
0 100.42 106
1 100.42 96
0 100.42 48
1 100.42 111
0 100.42 57
0 100.42 63
0 100.42 38
0 100.43 36
1 100.43 34
0 100.43 48
1 100.43 92
1 100.42 33
1 100.42 57
0 100.43 169
0 100.44 163
1 100.43 20
0 100.42 592
1 100.43 103
0 100.43 33
1 100.43 8
0 100.43 131
1 100.43 83
1 100.43 22
0 100.43 61
0 100.42 13
0 100.42 14
1 100.42 41
0 100.42 44
1 100.43 243
1 100.43 55
0 100.43 35
1 100.44 26
1 100.44 71
1 100.44 4
1 100.44 61
0 100.45 307
1 100.45 149
0 100.45 447
0 100.45 27
1 100.45 86
1 100.44 46
0 100.44 185
1 100.44 50
1 100.45 159
0 100.45 21
1 100.44 47
1 100.44 40
0 100.44 185
1 100.43 20
1 100.43 34
0 100.43 45
1 100.44 8
0 100.45 40
1 100.44 59
0 100.44 260
1 100.44 40
0 100.45 48
1 100.44 31
0 100.43 34
1 100.44 40
1 100.45 49
0 100.44 75
1 100.44 100
1 100.43 37
1 100.43 67
0 100.43 35
1 100.44 26
0 100.43 182
0 100.43 55
1 100.43 31
1 100.43 71
1 100.42 162
1 100.42 31
0 100.42 79
1 100.42 95
0 100.43 65
0 100.42 54
0 100.42 336
1 100.42 39
1 100.42 51
1 100.42 36
1 100.43 80
0 100.42 11
1 100.43 162
1 100.43 15
0 100.44 84
1 100.45 30
0 100.45 274
0 100.45 73
1 100.45 5
0 100.45 44
1 100.46 84
0 100.46 41
1 100.45 20
0 100.45 4
1 100.45 378
0 100.45 780
0 100.45 19
1 100.45 70
1 100.45 34
0 100.45 149
0 100.45 41
1 100.44 40
1 100.44 15
0 100.44 26
0 100.45 132
1 100.44 99
0 100.43 48
1 100.44 215
1 100.43 15
1 100.43 17
1 100.43 46
0 100.42 147
0 100.42 279
0 100.41 5
0 100.41 28
0 100.42 194
0 100.42 14
0 100.42 6
1 100.42 41
0 100.42 176
0 100.42 67
0 100.42 189
1 100.42 293
1 100.42 184
0 100.42 232
0 100.43 11
1 100.43 32
1 100.44 21
1 100.44 37
0 100.45 147
0 100.45 126
0 100.44 43
0 100.45 189
0 100.45 14
1 100.45 541
0 100.45 117
0 100.45 263
1 100.45 36
0 100.45 25
0 100.46 236
0 100.46 64
0 100.47 32
1 100.47 60
1 100.47 40
1 100.47 75
1 100.47 197
1 100.48 57
0 100.48 7
0 100.48 24
0 100.47 41
0 100.47 48
1 100.46 7
0 100.46 34
1 100.45 50
0 100.45 26
0 100.46 53
1 100.45 198
1 100.46 32
0 100.46 10
1 100.47 464
0 100.47 30
0 100.47 42
1 100.46 56
0 100.47 14
0 100.47 69
0 100.47 33
1 100.47 69
0 100.46 95
0 100.47 179
0 100.46 315
1 100.46 44
1 100.46 31
1 100.46 16
1 100.45 95
0 100.46 55
1 100.46 46
0 100.46 16
0 100.46 28
1 100.46 100
0 100.46 138
0 100.45 70
1 100.44 59
0 100.45 195
0 100.44 129
0 100.44 128
0 100.44 25
1 100.44 498
1 100.44 258
0 100.44 83
1 100.44 28
0 100.44 22
0 100.44 84
1 100.45 71
0 100.44 43
1 100.44 19
1 100.45 78
0 100.44 46
0 100.44 12
1 100.44 55
1 100.44 140
1 100.44 78
1 100.45 39
0 100.45 301
1 100.45 26
1 100.45 79
1 100.46 33
0 100.46 59
0 100.46 36
1 100.47 195
0 100.48 75
1 100.48 70
0 100.48 38
1 100.49 47
1 100.49 111
1 100.48 113
1 100.49 70
0 100.49 113
0 100.50 218
0 100.50 97
0 100.49 9
0 100.49 69
1 100.48 403
1 100.48 144
1 100.49 55
0 100.49 115
1 100.49 41
1 100.50 95
1 100.49 115
0 100.49 243
0 100.50 11
1 100.51 17
0 100.51 37
0 100.51 112
0 100.52 149
1 100.51 60
1 100.51 8
1 100.52 195
0 100.53 82
1 100.53 85
0 100.53 5
1 100.54 235
1 100.53 46
0 100.53 184
1 100.53 122
0 100.54 29
1 100.54 82
0 100.55 164
1 100.55 10
0 100.55 146
1 100.55 15
0 100.54 23
0 100.54 18
1 100.54 534
1 100.53 67
1 100.54 8
1 100.53 27
1 100.54 27
0 100.55 61
0 100.55 26
0 100.55 13
1 100.55 219
0 100.55 50
0 100.55 46
0 100.54 279
1 100.54 365
0 100.54 51
1 100.54 18
1 100.54 55
1 100.54 548
0 100.54 23
0 100.54 20
1 100.55 69
0 100.55 50
0 100.55 73
0 100.55 68
0 100.54 48
1 100.54 33
0 100.54 37
1 100.54 18
1 100.53 43
1 100.53 48
0 100.53 39
1 100.53 85
0 100.52 44
1 100.52 64
0 100.53 53
1 100.53 60
1 100.53 19
1 100.52 21
0 100.52 166
0 100.51 76
0 100.51 19
1 100.51 9
1 100.50 133
1 100.50 106
1 100.50 35
0 100.50 60
0 100.50 66
1 100.50 22
1 100.49 55
1 100.49 50
1 100.49 21
0 100.49 67
0 100.48 74
1 100.48 18
1 100.48 130
1 100.48 31
1 100.50 28
1 100.50 115
0 100.49 110
0 100.49 24
0 100.48 84
1 100.48 84
0 100.48 37
1 100.48 98
1 100.48 8
1 100.48 30
1 100.48 129
0 100.49 34
0 100.49 19
1 100.49 4
0 100.50 152
1 100.50 27
1 100.50 12
1 100.50 79
0 100.50 269
1 100.49 59
1 100.50 8
0 100.50 25
1 100.49 147
1 100.49 68
0 100.50 14
0 100.51 694
1 100.50 31
0 100.51 43
1 100.51 39
0 100.50 132
0 100.49 43
0 100.50 8
1 100.50 9
0 100.50 30
1 100.50 67
1 100.51 33
0 100.52 100
1 100.53 230
1 100.53 16
0 100.53 67
0 100.52 33
1 100.53 25
1 100.52 32
1 100.52 111
1 100.52 59
0 100.51 32
0 100.51 368
1 100.51 38
1 100.50 77
0 100.50 50
1 100.51 12
1 100.50 40
1 100.50 31
1 100.51 35
0 100.51 406
1 100.50 29
0 100.50 60
1 100.51 124
1 100.51 25
1 100.50 20
0 100.51 72
1 100.50 56
1 100.50 90
1 100.51 10
1 100.51 277
0 100.50 58
0 100.50 152
0 100.50 615
0 100.51 48
0 100.50 23
0 100.50 38
0 100.49 46
1 100.49 65
0 100.49 197
1 100.49 55
0 100.48 195
0 100.48 176
1 100.48 63
1 100.48 11
1 100.47 133
1 100.46 110
0 100.45 44
0 100.46 19
1 100.44 51
0 100.44 90
0 100.44 16
0 100.44 16
0 100.44 1226
0 100.44 17
1 100.44 27
0 100.43 274
1 100.44 21
0 100.44 19
0 100.44 139
1 100.46 9
0 100.45 33
1 100.46 106
0 100.46 248
0 100.46 91
1 100.46 87
0 100.46 64
0 100.45 202
1 100.46 201
0 100.45 85
0 100.45 65
0 100.45 21
0 100.44 25
1 100.44 8
0 100.45 45
0 100.45 18
0 100.45 24
0 100.44 180
1 100.45 130
0 100.45 29
0 100.46 37
1 100.46 504
1 100.46 23
1 100.46 110
1 100.47 256
1 100.47 69
1 100.47 82
0 100.47 10
1 100.47 36
0 100.47 66
1 100.47 231
1 100.47 32
0 100.47 63
0 100.48 190
0 100.48 161
1 100.49 82
1 100.49 30
0 100.48 93
0 100.49 64
0 100.49 16
0 100.50 44
0 100.50 95
0 100.49 248
1 100.49 25
0 100.48 129
1 100.49 30
1 100.49 52
1 100.49 37
1 100.49 379
1 100.49 104
0 100.48 122
0 100.48 27
0 100.47 93
0 100.47 17
1 100.46 4
0 100.47 35
0 100.47 212
0 100.47 36
0 100.48 106
1 100.48 755
0 100.48 50
1 100.49 321
1 100.49 7
0 100.49 30
1 100.49 90
0 100.48 48
0 100.48 95
0 100.48 20
1 100.47 428
0 100.48 255
0 100.48 108
1 100.48 20
0 100.48 56
0 100.47 157
0 100.47 31
1 100.46 251
0 100.46 82
0 100.45 47
1 100.46 144
0 100.47 24
1 100.47 40
0 100.47 31
1 100.47 11
0 100.47 7
1 100.47 22
0 100.47 26
0 100.48 105
0 100.48 38
1 100.49 103
1 100.48 11
1 100.47 76
1 100.47 13
1 100.47 33
1 100.47 143
1 100.48 39
1 100.49 19
0 100.49 191
0 100.49 134
0 100.49 234
1 100.48 16
1 100.48 9
0 100.49 247
1 100.48 15
1 100.48 54
0 100.48 49
0 100.47 28
0 100.47 16
1 100.46 38
1 100.47 138
0 100.48 31
1 100.47 16
1 100.47 60
0 100.47 7
1 100.47 74
1 100.47 100
1 100.47 34
0 100.47 123
1 100.47 50
0 100.46 42
1 100.46 19
1 100.46 142
0 100.46 34
0 100.44 42
1 100.44 107
0 100.44 23
1 100.45 26
0 100.45 55
1 100.44 11
1 100.45 79
1 100.44 53
1 100.44 10
0 100.44 6
0 100.44 31
0 100.44 36
1 100.44 190
1 100.43 448
1 100.42 23
1 100.43 23
0 100.42 228
0 100.42 80
1 100.42 1898
1 100.42 44
0 100.42 146
1 100.42 577
0 100.42 16
0 100.42 21
1 100.42 83
1 100.42 52
1 100.42 64
1 100.42 25
1 100.41 53
0 100.42 38
1 100.42 94
1 100.42 140
0 100.42 12
0 100.42 194
1 100.41 56
0 100.41 141
1 100.41 46
0 100.42 162
1 100.41 131
0 100.41 82
1 100.41 57
0 100.40 92
1 100.40 377
1 100.40 165
1 100.40 105
0 100.40 31
0 100.40 29
1 100.39 26
1 100.39 16
0 100.40 127
0 100.40 63
0 100.40 78
0 100.41 11
0 100.40 26
0 100.41 48
0 100.41 17
0 100.42 17
0 100.41 21
0 100.42 91
0 100.43 4
0 100.43 46
1 100.43 250
0 100.43 158
0 100.44 168
0 100.44 39
0 100.43 383
0 100.42 31
0 100.42 86
0 100.42 93
1 100.42 18
0 100.43 8
1 100.42 132
0 100.42 22
0 100.41 50
0 100.41 81
1 100.41 53
0 100.42 107
0 100.41 87
0 100.42 94
0 100.42 79
0 100.43 13
0 100.42 56
1 100.43 88
0 100.42 541
0 100.43 82
1 100.44 46
1 100.44 107
1 100.44 28
1 100.44 225
1 100.43 50
0 100.44 43
0 100.44 13
0 100.43 34
0 100.42 50
0 100.42 307
0 100.42 37
0 100.41 51
1 100.42 109
0 100.42 24
0 100.42 34
0 100.41 199
0 100.42 12
0 100.43 27
1 100.42 79
1 100.42 81
0 100.42 759
1 100.42 65
0 100.42 30
1 100.42 36
0 100.42 169
0 100.42 28
1 100.42 45
1 100.42 137
1 100.42 40
0 100.42 99
0 100.41 12
1 100.42 20
0 100.42 31
1 100.42 13
1 100.43 18
0 100.42 29
0 100.42 454
0 100.42 81
1 100.43 125
0 100.41 107
1 100.41 6
1 100.41 62
0 100.41 32
0 100.42 11
1 100.41 86
0 100.41 9
1 100.41 54
0 100.40 40
0 100.41 23
0 100.41 143
1 100.39 45
0 100.39 68
0 100.38 108
1 100.38 123
1 100.37 61
0 100.37 22
0 100.38 49
0 100.38 117
0 100.38 30
0 100.38 87
0 100.38 29
1 100.37 123
1 100.37 50
0 100.36 19
1 100.36 739
0 100.36 63
0 100.36 4
1 100.35 22
1 100.35 213
0 100.35 125
0 100.35 184
1 100.35 39
0 100.34 121
0 100.34 42
0 100.33 78
1 100.33 15
0 100.34 42
0 100.34 4
0 100.34 49
1 100.35 23
1 100.34 66
1 100.34 18
0 100.33 50
1 100.34 1243
0 100.34 45
0 100.34 30
1 100.34 61
1 100.35 3
0 100.35 37
0 100.36 51
0 100.37 66
1 100.36 158
1 100.36 81
1 100.35 17
0 100.35 8
0 100.34 149
0 100.34 30
0 100.34 73
0 100.34 245
1 100.34 72
0 100.35 12
1 100.35 76
0 100.35 43
0 100.34 13
1 100.34 144
0 100.34 77
0 100.35 368
0 100.35 56
1 100.36 27
1 100.35 78
0 100.36 41
1 100.37 199
0 100.37 60
0 100.38 28
0 100.37 67
1 100.37 75
1 100.36 68
1 100.37 41
0 100.36 60
0 100.37 31
0 100.37 70
1 100.38 22
1 100.38 25
0 100.37 389
0 100.37 32
0 100.38 81
1 100.38 11
0 100.38 39
0 100.38 133
1 100.37 81
1 100.36 11
1 100.37 29
0 100.36 140
0 100.37 17
0 100.37 90
1 100.36 70
0 100.37 11
0 100.37 111
1 100.37 118
1 100.38 50
0 100.38 71
0 100.38 26
0 100.38 42
0 100.38 67
0 100.39 154
0 100.38 86
0 100.38 37
0 100.37 40
0 100.38 62
0 100.38 43
1 100.38 54
0 100.39 4
1 100.39 23
1 100.39 309
0 100.39 85
1 100.38 92
1 100.39 86
0 100.40 78
1 100.39 63
1 100.39 179
0 100.39 91
0 100.40 10
0 100.40 27
1 100.41 30
0 100.40 581
0 100.40 61
0 100.40 214
1 100.41 44
1 100.41 77
1 100.40 58
1 100.41 32
0 100.41 22
0 100.41 55
1 100.41 25
0 100.42 63
1 100.42 35
1 100.42 125
1 100.42 24
0 100.42 49
1 100.42 41
0 100.41 38
1 100.41 122
1 100.40 10
1 100.41 8
0 100.41 40
1 100.41 377
0 100.40 78
1 100.40 234
0 100.41 159
1 100.40 13
0 100.40 54
1 100.41 23
0 100.40 19
1 100.39 10
1 100.40 22
1 100.40 88
0 100.39 104
1 100.40 77
1 100.40 23
1 100.40 35
1 100.40 20
0 100.39 210
1 100.40 103
1 100.40 11
0 100.40 72
0 100.41 19
1 100.42 80
0 100.42 116
1 100.41 3
0 100.41 511
1 100.42 165
1 100.42 25
0 100.42 52
1 100.42 115
0 100.42 7
1 100.41 83
0 100.42 88
1 100.43 133
0 100.43 21
0 100.43 74
1 100.42 143
0 100.42 21
1 100.42 104
1 100.43 21
1 100.43 32
1 100.42 10
1 100.42 5
1 100.42 126
0 100.43 160
1 100.42 83
0 100.43 19
0 100.43 120
1 100.44 69
0 100.43 91
1 100.42 83
1 100.42 28
1 100.43 60
1 100.43 38
1 100.44 62
0 100.44 116
1 100.43 30
1 100.44 114
0 100.43 58
1 100.44 47
1 100.44 48
0 100.45 115
0 100.45 46
1 100.45 49
0 100.45 273
1 100.45 126
1 100.45 179
0 100.45 282
0 100.45 70
1 100.45 580
1 100.45 89
0 100.44 15
1 100.44 32
0 100.43 11
1 100.43 175
1 100.42 68
1 100.41 33
0 100.40 65
1 100.40 45
0 100.41 23
1 100.41 490
1 100.41 63
1 100.41 60
0 100.41 50
0 100.41 17
0 100.40 10
1 100.41 193
0 100.42 34
1 100.41 6
1 100.41 13
0 100.40 99
0 100.40 109
1 100.40 35
0 100.40 169
0 100.41 13
1 100.42 271
0 100.42 10
0 100.42 93
1 100.43 70
0 100.42 124
1 100.42 9
0 100.42 42
1 100.42 156
0 100.43 18
1 100.42 229
1 100.41 7
1 100.41 10
1 100.41 23
1 100.42 103
1 100.42 224
1 100.42 28
1 100.43 68
0 100.44 191
1 100.44 101
1 100.44 461
1 100.44 29
1 100.44 197
0 100.44 26
1 100.44 78
1 100.43 59
0 100.43 78
0 100.43 18
0 100.43 32
0 100.44 21
1 100.44 29
1 100.44 50
1 100.45 20
0 100.44 26
1 100.44 98
1 100.44 75
1 100.44 300
0 100.45 63
1 100.44 316
1 100.44 12
1 100.43 8
1 100.43 38
1 100.44 35
1 100.44 25
0 100.43 36
1 100.43 114
0 100.44 35
1 100.44 109
0 100.44 189
1 100.45 116
0 100.45 44
0 100.46 36
1 100.46 201
1 100.46 289
1 100.47 75
0 100.48 122
0 100.48 102
1 100.47 28
0 100.47 61
1 100.47 78
1 100.47 215
0 100.47 47
1 100.47 17
1 100.47 47
0 100.48 45
0 100.47 26
0 100.47 150
0 100.47 163
1 100.47 4
0 100.46 195
1 100.46 74
0 100.46 61
1 100.45 90
1 100.45 10
0 100.44 34
0 100.45 108
0 100.45 94
1 100.45 39
1 100.45 58
1 100.45 63
1 100.45 81
0 100.46 481
0 100.46 12
0 100.47 23
1 100.47 55
0 100.46 87
1 100.46 57
1 100.46 21
1 100.46 88
1 100.46 76
1 100.46 70
0 100.46 31
0 100.46 88
0 100.45 179
1 100.45 127
1 100.44 18
0 100.45 21
0 100.44 115
1 100.44 30
1 100.45 16
0 100.45 30
1 100.44 28
0 100.43 42
1 100.43 45
1 100.43 9
